product_id,category,subcategory,price,cost,brand,launch_date,avg_rating
SKU008213,Sports,Outdoor,79.98,41.1,Brand_D,2026-03-19,3.2
SKU008214,Apparel,Shoes,28.22,14.04,Brand_L,2022-11-02,3.9
SKU008215,Home,Lighting,97.17,54.63,Brand_M,2024-08-04,4.0
SKU008216,Apparel,Shirts,36.97,19.13,Brand_I,2022-09-30,4.5
SKU008217,Apparel,Pants,38.07,15.65,Brand_A,2026-03-01,3.5
SKU008218,Apparel,Shirts,6.96,4.37,Brand_I,2023-06-06,4.4
SKU008219,Toys,Educational,41.72,22.69,Brand_J,2024-12-10,3.8
SKU008220,Apparel,Shoes,12.88,7.26,Brand_K,2026-06-05,3.9
SKU008221,Apparel,Shirts,20.45,7.21,Brand_A,2022-02-03,3.3
SKU008222,Beauty,Skincare,6.33,3.4,Brand_N,2022-11-17,4.3
SKU008223,Apparel,Shoes,24.61,8.62,Brand_M,2023-10-22,3.7
SKU008224,Home,Kitchen,71.25,41.84,Brand_N,2024-12-29,3.2
SKU008225,Sports,Cycling,31.46,19.27,Brand_K,2026-08-06,4.0
SKU008226,Home,Decor,4.97,2.3,Brand_E,2024-09-16,5.0
SKU008227,Apparel,Pants,36.45,22.05,Brand_O,2025-03-24,4.6
SKU008228,Home,Storage,50.35,19.4,Brand_G,2023-07-29,4.2
SKU008229,Sports,Team Sports,31.74,13.58,Brand_P,2026-02-03,4.4
SKU008230,Apparel,Accessories,25.54,13.16,Brand_H,2023-07-09,3.7
SKU008231,Electronics,Phones,107.45,59.32,Brand_M,2022-11-27,3.6
SKU008232,Home,Bedding,8.9,3.17,Brand_R,2025-10-11,3.8
SKU008233,Home,Decor,25.34,16.33,Brand_A,2022-12-18,3.6
SKU008234,Beauty,Fragrance,27.54,12.68,Brand_P,2024-02-23,4.1
SKU008235,Sports,Cycling,24.67,9.84,Brand_R,2025-02-27,3.4
SKU008236,Beauty,Skincare,40.83,19.68,Brand_K,2023-05-10,3.5
SKU008237,Apparel,Outerwear,53.52,31.97,Brand_S,2025-06-12,4.0
SKU008238,Sports,Fitness,19.58,7.86,Brand_J,2025-11-01,3.1
SKU008239,Home,Bedding,56.26,35.97,Brand_O,2025-03-06,3.7
SKU008240,Home,Lighting,45.66,25.19,Brand_A,2024-07-25,3.2
SKU008241,Electronics,Laptops,81.51,37.71,Brand_R,2023-12-03,3.8
SKU008242,Sports,Fitness,9.43,4.92,Brand_L,2022-09-02,4.0
SKU008243,Home,Decor,49.8,18.85,Brand_G,2026-04-19,3.3
SKU008244,Home,Decor,37.83,18.46,Brand_D,2024-06-28,3.9
SKU008245,Home,Kitchen,31.99,11.86,Brand_O,2022-12-22,3.4
SKU008246,Home,Storage,100.47,40.93,Brand_E,2023-06-27,3.9
SKU008247,Apparel,Outerwear,31.59,13.59,Brand_I,2024-12-19,4.4
SKU008248,Apparel,Shirts,6.48,2.63,Brand_F,2024-08-03,4.2
SKU008249,Toys,Games,33.52,12.02,Brand_R,2024-08-22,4.8
SKU008250,Beauty,Haircare,12.27,4.78,Brand_D,2025-07-14,3.6
SKU008251,Home,Storage,12.47,7.85,Brand_K,2022-08-15,3.3
SKU008252,Home,Bedding,143.03,74.19,Brand_K,2026-02-11,4.4
SKU008253,Beauty,Skincare,8.47,4.21,Brand_T,2022-05-13,4.0
SKU008254,Electronics,Wearables,20.15,10.88,Brand_K,2022-02-06,3.8
SKU008255,Electronics,Audio,120.64,66.81,Brand_F,2024-04-03,4.8
SKU008256,Electronics,Audio,56.52,23.73,Brand_O,2023-10-18,3.6
SKU008257,Sports,Team Sports,54.65,33.22,Brand_E,2022-09-17,4.0
SKU008258,Home,Bedding,57.88,26.99,Brand_H,2023-10-14,3.7
SKU008259,Apparel,Outerwear,20.55,11.6,Brand_T,2026-06-13,4.8
SKU008260,Apparel,Outerwear,38.67,20.22,Brand_K,2023-01-20,4.8
SKU008261,Electronics,Audio,142.6,77.98,Brand_E,2026-04-21,3.4
SKU008262,Apparel,Pants,15.93,9.21,Brand_H,2026-08-14,3.5
SKU008263,Beauty,Skincare,33.11,12.57,Brand_G,2022-08-12,5.0
SKU008264,Electronics,Phones,72.29,40.13,Brand_Q,2022-01-25,4.4
SKU008265,Apparel,Shoes,22.1,9.81,Brand_A,2022-09-15,4.8
SKU008266,Electronics,Wearables,103.3,40.23,Brand_F,2025-01-03,4.4
SKU008267,Apparel,Pants,18.31,10.47,Brand_I,2025-03-11,3.4
SKU008268,Beauty,Makeup,5.39,3.5,Brand_C,2022-07-15,4.8
SKU008269,Home,Storage,86.94,35.78,Brand_Q,2025-12-26,4.2
SKU008270,Sports,Team Sports,30.33,19.06,Brand_T,2024-07-07,3.7
SKU008271,Home,Bedding,33.7,18.33,Brand_D,2024-06-10,3.7
SKU008272,Electronics,Audio,101.04,59.36,Brand_C,2025-03-06,4.5
SKU008273,Sports,Cycling,32.55,17.83,Brand_Q,2023-12-31,4.1
SKU008274,Electronics,Audio,251.18,162.52,Brand_M,2024-06-01,4.1
SKU008275,Toys,Plush,15.1,7.77,Brand_B,2025-05-16,3.4
SKU008276,Electronics,Audio,77.41,42.97,Brand_Q,2023-10-17,3.8
SKU008277,Beauty,Makeup,15.3,5.43,Brand_O,2025-04-22,3.9
SKU008278,Beauty,Fragrance,85.03,34.89,Brand_K,2026-03-15,4.6
SKU008279,Apparel,Outerwear,34.04,12.72,Brand_H,2024-11-25,3.6
SKU008280,Toys,Plush,8.99,4.1,Brand_S,2022-11-03,4.2
SKU008281,Sports,Team Sports,65.67,31.38,Brand_L,2025-08-13,3.4
SKU008282,Beauty,Haircare,23.45,12.77,Brand_P,2026-08-11,4.1
SKU008283,Apparel,Pants,14.04,6.19,Brand_L,2022-01-28,3.9
SKU008284,Sports,Team Sports,16.58,6.71,Brand_G,2022-06-04,4.1
SKU008285,Sports,Outdoor,75.76,30.4,Brand_D,2024-07-08,4.8
SKU008286,Sports,Fitness,20.5,7.67,Brand_K,2022-02-06,3.7
SKU008287,Electronics,Laptops,103.54,36.93,Brand_H,2023-11-24,4.6
SKU008288,Apparel,Accessories,20.04,8.69,Brand_M,2026-01-01,4.1
SKU008289,Electronics,Wearables,27.46,12.97,Brand_I,2022-05-13,4.1
SKU008290,Electronics,Audio,39.31,17.73,Brand_K,2026-01-31,3.2
SKU008291,Home,Storage,52.24,20.62,Brand_B,2025-10-07,3.8
SKU008292,Sports,Outdoor,23.48,10.36,Brand_J,2022-01-24,3.9
SKU008293,Sports,Outdoor,110.52,56.49,Brand_L,2026-02-22,4.7
SKU008294,Sports,Cycling,34.8,17.46,Brand_L,2026-04-16,3.5
SKU008295,Toys,Building,7.94,3.07,Brand_I,2022-07-12,4.6
SKU008296,Electronics,Phones,99.78,55.73,Brand_J,2025-10-16,3.8
SKU008297,Apparel,Shoes,13.81,7.7,Brand_P,2023-06-08,4.3
SKU008298,Apparel,Pants,55.55,24.29,Brand_T,2025-08-18,4.4
SKU008299,Beauty,Fragrance,37.33,23.7,Brand_N,2025-07-09,3.2
SKU008300,Sports,Team Sports,30.58,13.54,Brand_L,2026-02-06,3.8
SKU008301,Electronics,Laptops,104.18,53.32,Brand_I,2022-08-16,3.8
SKU008302,Electronics,Cables,60.58,30.91,Brand_S,2022-02-10,3.8
SKU008303,Apparel,Accessories,40.82,25.58,Brand_K,2025-08-08,3.7
SKU008304,Apparel,Outerwear,13.67,7.78,Brand_F,2026-05-31,3.6
SKU008305,Home,Lighting,92.1,49.22,Brand_G,2023-12-28,4.0
SKU008306,Electronics,Laptops,99.92,59.43,Brand_F,2024-08-09,3.7
SKU008307,Home,Kitchen,17.24,8.61,Brand_F,2025-02-26,5.0
SKU008308,Apparel,Shoes,51.75,23.83,Brand_F,2022-08-27,4.2
SKU008309,Electronics,Cables,58.82,22.31,Brand_D,2025-04-12,4.2
SKU008310,Apparel,Outerwear,29.27,18.08,Brand_D,2026-03-19,4.1
SKU008311,Home,Decor,132.71,59.2,Brand_P,2023-06-29,3.7
SKU008312,Sports,Outdoor,8.75,5.38,Brand_J,2024-10-14,3.8
SKU008313,Home,Kitchen,28.27,16.05,Brand_A,2023-04-29,3.9
SKU008314,Home,Lighting,28.77,11.11,Brand_H,2023-12-20,3.3
SKU008315,Apparel,Shirts,66.8,29.94,Brand_G,2026-07-01,4.1
SKU008316,Electronics,Cables,129.75,82.78,Brand_J,2023-08-28,4.2
SKU008317,Toys,Building,24.56,11.85,Brand_H,2024-03-01,4.1
SKU008318,Sports,Outdoor,16.25,5.72,Brand_K,2022-01-10,4.4
SKU008319,Electronics,Cables,24.46,12.48,Brand_T,2023-01-26,4.5
SKU008320,Toys,Plush,34.92,13.35,Brand_P,2025-06-02,3.7
SKU008321,Home,Storage,37.47,18.66,Brand_R,2022-04-22,4.3
SKU008322,Beauty,Skincare,37.71,21.87,Brand_T,2022-06-02,4.4
SKU008323,Apparel,Pants,57.37,26.17,Brand_O,2023-03-09,4.2
SKU008324,Home,Storage,42.16,24.5,Brand_G,2026-06-29,5.0
SKU008325,Apparel,Accessories,67.77,25.48,Brand_Q,2024-11-27,4.4
SKU008326,Electronics,Phones,54.35,30.72,Brand_H,2024-07-04,3.6
SKU008327,Beauty,Haircare,88.88,46.94,Brand_Q,2023-02-07,4.7
SKU008328,Home,Storage,20.02,10.62,Brand_F,2023-11-08,3.8
SKU008329,Apparel,Outerwear,86.77,46.45,Brand_N,2022-07-15,3.7
SKU008330,Electronics,Cables,139.31,75.44,Brand_L,2022-07-25,4.0
SKU008331,Apparel,Shoes,18.02,7.32,Brand_B,2022-08-25,4.3
SKU008332,Apparel,Shoes,21.93,10.46,Brand_K,2022-08-07,3.9
SKU008333,Sports,Team Sports,207.9,87.22,Brand_N,2025-02-04,4.8
SKU008334,Apparel,Shirts,15.4,7.35,Brand_N,2022-10-26,5.0
SKU008335,Beauty,Skincare,14.27,5.49,Brand_I,2025-11-11,4.7
SKU008336,Apparel,Pants,27.82,11.66,Brand_Q,2025-03-29,4.3
SKU008337,Electronics,Audio,121.43,59.7,Brand_T,2025-10-11,3.6
SKU008338,Sports,Fitness,62.25,37.03,Brand_I,2026-03-23,4.6
SKU008339,Sports,Outdoor,25.49,9.07,Brand_T,2023-06-14,3.8
SKU008340,Beauty,Fragrance,38.17,22.23,Brand_F,2025-09-19,3.7
SKU008341,Electronics,Laptops,28.86,12.82,Brand_I,2023-09-17,4.4
SKU008342,Home,Lighting,30.19,17.49,Brand_F,2023-07-02,4.6
SKU008343,Home,Bedding,31.96,17.06,Brand_G,2022-02-20,3.9
SKU008344,Electronics,Laptops,176.1,85.86,Brand_C,2023-01-12,5.0
SKU008345,Beauty,Haircare,10.28,5.22,Brand_D,2025-12-05,4.1
SKU008346,Toys,Educational,8.57,4.18,Brand_T,2023-08-27,4.8
SKU008347,Apparel,Accessories,16.92,6.69,Brand_I,2025-06-13,5.0
SKU008348,Apparel,Outerwear,20.94,13.06,Brand_B,2025-05-28,3.6
SKU008349,Beauty,Haircare,30.64,12.95,Brand_E,2023-11-10,3.9
SKU008350,Electronics,Audio,271.16,144.66,Brand_I,2024-03-08,5.0
SKU008351,Electronics,Wearables,56.57,25.49,Brand_R,2025-07-29,3.9
SKU008352,Toys,Educational,43.07,23.87,Brand_P,2024-03-06,4.0
SKU008353,Apparel,Shirts,73.22,42.1,Brand_R,2025-05-22,4.0
SKU008354,Beauty,Haircare,13.75,8.01,Brand_T,2025-04-28,4.2
SKU008355,Sports,Fitness,13.17,6.56,Brand_S,2025-07-26,3.7
SKU008356,Apparel,Outerwear,39.23,19.28,Brand_R,2022-07-29,4.9
SKU008357,Beauty,Skincare,5.02,2.86,Brand_K,2023-08-29,4.0
SKU008358,Beauty,Fragrance,15.08,8.18,Brand_J,2026-01-22,4.6
SKU008359,Apparel,Accessories,49.14,30.22,Brand_R,2025-05-24,4.7
SKU008360,Electronics,Phones,132.49,55.9,Brand_G,2026-01-11,4.1
SKU008361,Apparel,Pants,6.78,4.24,Brand_O,2025-02-24,4.6
SKU008362,Toys,Educational,15.18,6.07,Brand_T,2023-12-20,4.4
SKU008363,Home,Lighting,48.15,29.13,Brand_K,2026-07-24,3.7
SKU008364,Electronics,Cables,109.96,58.01,Brand_O,2022-05-26,4.9
SKU008365,Sports,Cycling,92.89,35.37,Brand_D,2025-11-16,3.8
SKU008366,Apparel,Accessories,12.49,5.46,Brand_B,2022-09-09,4.8
SKU008367,Beauty,Skincare,17.97,11.46,Brand_I,2025-07-20,4.0
SKU008368,Electronics,Wearables,41.73,22.93,Brand_C,2022-06-30,4.6
SKU008369,Apparel,Pants,17.31,6.72,Brand_E,2026-01-21,2.9
SKU008370,Apparel,Pants,11.29,4.22,Brand_G,2023-03-08,3.6
SKU008371,Electronics,Audio,107.91,45.57,Brand_F,2024-08-18,3.9
SKU008372,Apparel,Pants,32.84,17.98,Brand_R,2025-07-01,4.0
SKU008373,Apparel,Shirts,31.52,12.64,Brand_T,2025-07-07,4.2
SKU008374,Electronics,Cables,161.32,79.53,Brand_A,2024-05-12,5.0
SKU008375,Apparel,Pants,12.68,5.42,Brand_C,2025-11-01,4.5
SKU008376,Electronics,Audio,62.88,27.13,Brand_S,2023-02-13,4.5
SKU008377,Sports,Outdoor,24.22,11.38,Brand_A,2023-11-18,3.6
SKU008378,Home,Lighting,51.72,26.42,Brand_B,2022-12-18,3.6
SKU008379,Electronics,Cables,50.27,20.81,Brand_R,2023-07-28,5.0
SKU008380,Electronics,Cables,44.44,22.75,Brand_F,2023-04-14,4.8
SKU008381,Electronics,Wearables,64.73,24.69,Brand_M,2025-12-14,4.2
SKU008382,Beauty,Makeup,8.45,3.82,Brand_S,2025-10-31,4.2
SKU008383,Sports,Team Sports,21.9,10.37,Brand_K,2023-10-06,3.0
SKU008384,Sports,Cycling,50.99,28.18,Brand_F,2023-12-05,4.4
SKU008385,Toys,Games,22.2,13.09,Brand_E,2025-06-16,3.4
SKU008386,Apparel,Pants,15.96,7.05,Brand_M,2023-01-13,4.4
SKU008387,Electronics,Cables,118.01,63.05,Brand_O,2024-02-20,4.7
SKU008388,Home,Decor,39.4,18.15,Brand_S,2024-08-10,4.3
SKU008389,Beauty,Makeup,21.49,7.87,Brand_B,2022-04-29,4.2
SKU008390,Electronics,Laptops,39.76,17.38,Brand_B,2023-06-25,3.4
SKU008391,Electronics,Cables,39.85,14.91,Brand_R,2026-03-30,3.6
SKU008392,Apparel,Shoes,24.49,11.5,Brand_M,2022-02-08,4.1
SKU008393,Apparel,Shirts,15.94,6.17,Brand_F,2023-06-07,3.6
SKU008394,Beauty,Makeup,38.25,22.0,Brand_C,2024-04-22,4.9
SKU008395,Apparel,Shoes,12.33,5.32,Brand_J,2024-02-20,4.7
SKU008396,Beauty,Haircare,47.55,18.92,Brand_M,2022-10-13,3.7
SKU008397,Beauty,Skincare,34.4,15.16,Brand_O,2023-07-21,3.2
SKU008398,Toys,Educational,7.69,2.88,Brand_H,2026-07-07,3.9
SKU008399,Electronics,Phones,258.88,157.25,Brand_T,2026-05-02,4.0
SKU008400,Electronics,Wearables,164.77,57.87,Brand_R,2024-10-29,4.1
SKU008401,Sports,Team Sports,22.72,8.27,Brand_P,2024-10-07,4.5
SKU008402,Home,Storage,21.31,12.99,Brand_H,2025-03-20,4.4
SKU008403,Electronics,Cables,349.79,155.24,Brand_T,2025-06-07,3.4
SKU008404,Home,Bedding,44.77,22.49,Brand_L,2023-03-15,3.4
SKU008405,Apparel,Outerwear,12.75,5.17,Brand_A,2023-02-07,4.2
SKU008406,Beauty,Fragrance,22.87,9.69,Brand_B,2022-11-01,3.4
SKU008407,Toys,Plush,9.21,4.47,Brand_G,2026-02-11,4.3
SKU008408,Electronics,Cables,49.93,32.31,Brand_O,2026-03-01,4.1
SKU008409,Apparel,Accessories,22.82,10.81,Brand_H,2023-09-16,4.5
SKU008410,Apparel,Outerwear,70.58,25.2,Brand_R,2025-11-11,4.7
SKU008411,Toys,Games,44.53,15.86,Brand_N,2023-07-28,3.6
SKU008412,Apparel,Outerwear,17.88,6.43,Brand_C,2025-05-21,3.3
SKU008413,Home,Lighting,27.03,13.38,Brand_N,2022-06-21,4.1
SKU008414,Home,Storage,40.05,23.56,Brand_A,2022-06-21,3.9
SKU008415,Electronics,Wearables,74.24,41.32,Brand_L,2025-04-21,4.9
SKU008416,Sports,Team Sports,18.24,10.76,Brand_B,2022-10-27,3.9
SKU008417,Beauty,Fragrance,42.51,16.48,Brand_H,2022-11-01,3.8
SKU008418,Beauty,Haircare,44.67,17.49,Brand_Q,2026-07-01,4.2
SKU008419,Apparel,Accessories,32.09,18.56,Brand_F,2024-04-30,5.0
SKU008420,Apparel,Outerwear,4.23,2.41,Brand_S,2025-08-04,3.8
SKU008421,Electronics,Cables,73.46,46.14,Brand_D,2023-11-10,3.8
SKU008422,Electronics,Phones,101.24,64.16,Brand_C,2026-03-15,3.4
SKU008423,Home,Decor,179.3,81.1,Brand_E,2025-12-17,4.3
SKU008424,Home,Storage,79.02,33.53,Brand_B,2024-05-23,4.1
SKU008425,Apparel,Outerwear,13.17,6.52,Brand_O,2022-08-28,4.3
SKU008426,Apparel,Outerwear,67.92,38.34,Brand_G,2025-05-05,4.4
SKU008427,Beauty,Haircare,6.17,3.35,Brand_O,2024-11-11,4.2
SKU008428,Apparel,Accessories,89.18,52.37,Brand_A,2026-04-02,4.5
SKU008429,Apparel,Accessories,12.51,7.07,Brand_A,2022-06-28,3.5
SKU008430,Electronics,Laptops,19.34,8.0,Brand_R,2022-04-17,3.7
SKU008431,Electronics,Laptops,51.98,19.41,Brand_H,2025-12-13,4.7
SKU008432,Apparel,Pants,20.73,12.63,Brand_O,2024-03-19,4.7
SKU008433,Beauty,Skincare,10.87,3.97,Brand_P,2022-01-23,4.0
SKU008434,Home,Storage,18.53,9.17,Brand_F,2023-06-13,4.2
SKU008435,Beauty,Haircare,38.13,15.9,Brand_I,2025-05-26,4.7
SKU008436,Apparel,Outerwear,6.9,3.0,Brand_T,2024-09-20,3.4
SKU008437,Sports,Cycling,36.33,13.99,Brand_E,2024-11-21,3.5
SKU008438,Home,Lighting,57.43,25.88,Brand_D,2025-03-21,4.9
SKU008439,Toys,Plush,43.84,23.2,Brand_A,2026-04-14,3.2
SKU008440,Sports,Outdoor,26.74,16.21,Brand_R,2024-09-04,3.8
SKU008441,Toys,Educational,7.72,3.2,Brand_C,2024-12-15,4.9
SKU008442,Sports,Outdoor,3.99,2.29,Brand_N,2023-02-28,3.4
SKU008443,Sports,Team Sports,59.0,35.73,Brand_Q,2022-05-31,3.9
SKU008444,Apparel,Shirts,14.87,9.02,Brand_P,2022-09-07,3.9
SKU008445,Home,Kitchen,69.71,36.0,Brand_R,2026-06-01,3.8
SKU008446,Home,Kitchen,33.34,16.69,Brand_M,2025-12-23,3.5
SKU008447,Apparel,Shoes,27.89,11.95,Brand_G,2024-10-10,4.2
SKU008448,Sports,Outdoor,78.83,36.36,Brand_P,2022-07-31,3.9
SKU008449,Apparel,Accessories,11.02,4.71,Brand_R,2022-09-18,4.3
SKU008450,Home,Bedding,27.75,16.97,Brand_L,2025-01-30,3.8
SKU008451,Apparel,Outerwear,33.67,16.19,Brand_G,2024-03-16,3.8
SKU008452,Toys,Plush,9.21,4.72,Brand_P,2025-08-19,4.0
SKU008453,Apparel,Shoes,22.43,12.15,Brand_B,2023-09-07,3.5
SKU008454,Electronics,Wearables,65.4,36.49,Brand_H,2025-04-09,3.6
SKU008455,Apparel,Accessories,13.24,5.03,Brand_I,2023-10-07,4.2
SKU008456,Sports,Cycling,14.7,6.63,Brand_I,2025-07-19,3.6
SKU008457,Beauty,Skincare,8.26,4.91,Brand_P,2026-07-12,3.8
SKU008458,Apparel,Outerwear,41.12,14.71,Brand_I,2022-07-11,3.8
SKU008459,Toys,Games,13.32,6.64,Brand_M,2025-02-16,3.8
SKU008460,Apparel,Accessories,36.58,14.08,Brand_S,2022-07-30,4.0
SKU008461,Sports,Fitness,69.83,35.07,Brand_C,2022-02-26,4.2
SKU008462,Apparel,Outerwear,16.36,8.09,Brand_I,2024-03-05,3.6
SKU008463,Apparel,Shoes,32.3,16.05,Brand_P,2024-02-10,4.3
SKU008464,Apparel,Accessories,22.95,12.98,Brand_B,2024-03-30,4.3
SKU008465,Beauty,Fragrance,20.04,12.88,Brand_J,2022-07-30,3.8
SKU008466,Sports,Outdoor,37.59,19.21,Brand_L,2026-08-09,3.5
SKU008467,Apparel,Outerwear,48.47,24.43,Brand_N,2026-05-21,3.9
SKU008468,Beauty,Haircare,7.52,4.29,Brand_P,2025-08-23,4.0
SKU008469,Home,Lighting,26.61,16.78,Brand_D,2024-05-18,4.0
SKU008470,Toys,Games,33.75,18.53,Brand_K,2024-08-02,5.0
SKU008471,Apparel,Outerwear,50.27,28.31,Brand_F,2024-02-19,3.1
SKU008472,Electronics,Laptops,219.63,142.31,Brand_A,2022-06-04,4.2
SKU008473,Apparel,Shirts,76.73,28.99,Brand_J,2022-12-10,3.8
SKU008474,Home,Decor,29.2,11.3,Brand_T,2023-02-27,3.5
SKU008475,Beauty,Fragrance,28.6,12.15,Brand_G,2026-05-25,4.9
SKU008476,Apparel,Shirts,33.37,19.58,Brand_O,2022-09-10,4.1
SKU008477,Apparel,Outerwear,47.67,20.79,Brand_J,2023-06-24,5.0
SKU008478,Home,Storage,15.56,9.13,Brand_F,2024-03-08,5.0
SKU008479,Electronics,Audio,82.44,33.47,Brand_S,2022-12-12,4.1
SKU008480,Electronics,Audio,48.42,22.99,Brand_H,2025-09-20,4.6
SKU008481,Apparel,Shoes,47.67,18.93,Brand_M,2024-12-24,3.9
SKU008482,Apparel,Pants,23.38,12.62,Brand_D,2023-06-25,3.4
SKU008483,Beauty,Haircare,8.27,3.9,Brand_K,2024-03-07,2.9
SKU008484,Sports,Fitness,14.22,7.27,Brand_N,2024-09-06,4.4
SKU008485,Home,Bedding,12.4,6.64,Brand_C,2022-04-07,4.2
SKU008486,Toys,Building,12.97,8.24,Brand_T,2023-09-19,3.7
SKU008487,Home,Storage,83.84,31.46,Brand_G,2023-01-08,4.1
SKU008488,Apparel,Outerwear,27.85,17.51,Brand_M,2022-09-22,3.5
SKU008489,Beauty,Skincare,11.99,7.0,Brand_K,2023-05-22,4.5
SKU008490,Electronics,Audio,27.42,11.27,Brand_E,2023-04-04,4.1
SKU008491,Beauty,Haircare,7.72,4.3,Brand_L,2023-07-03,4.6
SKU008492,Home,Storage,52.27,24.92,Brand_S,2022-11-04,5.0
SKU008493,Sports,Team Sports,62.46,38.3,Brand_J,2025-08-12,5.0
SKU008494,Apparel,Shoes,23.36,13.64,Brand_Q,2026-06-27,3.9
SKU008495,Apparel,Shirts,53.81,31.19,Brand_Q,2025-03-18,3.8
SKU008496,Electronics,Audio,27.59,13.03,Brand_E,2022-04-03,4.6
SKU008497,Home,Kitchen,65.16,37.34,Brand_H,2023-10-28,4.2
SKU008498,Electronics,Wearables,39.53,25.44,Brand_I,2023-08-07,4.6
SKU008499,Beauty,Makeup,7.54,3.71,Brand_N,2022-07-17,4.9
SKU008500,Beauty,Makeup,9.89,3.48,Brand_E,2024-12-03,2.6
SKU008501,Sports,Cycling,9.46,6.11,Brand_K,2025-08-03,3.9
SKU008502,Sports,Fitness,21.13,8.63,Brand_Q,2022-10-14,3.1
SKU008503,Electronics,Laptops,88.04,49.97,Brand_P,2026-07-04,4.1
SKU008504,Toys,Educational,20.48,13.26,Brand_P,2022-11-08,3.8
SKU008505,Electronics,Laptops,380.09,224.92,Brand_P,2025-05-18,3.8
SKU008506,Apparel,Shirts,7.33,4.15,Brand_I,2022-02-02,3.1
SKU008507,Electronics,Cables,49.39,24.2,Brand_G,2024-05-08,4.0
SKU008508,Sports,Team Sports,21.7,13.74,Brand_P,2025-04-14,4.4
SKU008509,Apparel,Outerwear,38.48,22.56,Brand_D,2023-02-01,3.3
SKU008510,Sports,Outdoor,40.62,17.68,Brand_I,2025-11-17,4.8
SKU008511,Electronics,Wearables,105.25,65.2,Brand_A,2023-06-20,4.1
SKU008512,Apparel,Outerwear,27.17,15.59,Brand_R,2023-11-06,4.4
SKU008513,Sports,Team Sports,16.51,10.02,Brand_A,2026-05-21,4.9
SKU008514,Toys,Educational,8.09,4.54,Brand_J,2025-07-15,3.6
SKU008515,Apparel,Shoes,39.4,21.64,Brand_G,2022-11-19,3.5
SKU008516,Home,Bedding,16.7,8.52,Brand_F,2022-08-24,4.5
SKU008517,Apparel,Pants,15.77,8.23,Brand_T,2022-08-30,4.5
SKU008518,Beauty,Haircare,19.45,12.1,Brand_G,2025-06-25,4.6
SKU008519,Home,Decor,26.66,11.29,Brand_I,2026-06-03,4.3
SKU008520,Apparel,Pants,19.43,8.69,Brand_I,2025-02-09,3.7
SKU008521,Beauty,Fragrance,11.63,7.2,Brand_E,2022-05-28,3.7
SKU008522,Electronics,Wearables,71.04,35.86,Brand_C,2023-01-23,4.7
SKU008523,Home,Lighting,176.49,111.87,Brand_F,2023-12-05,3.4
SKU008524,Beauty,Makeup,23.31,9.85,Brand_P,2023-09-11,4.3
SKU008525,Apparel,Outerwear,27.47,12.2,Brand_H,2025-12-19,3.7
SKU008526,Sports,Team Sports,58.31,27.1,Brand_F,2022-04-09,3.5
SKU008527,Apparel,Pants,20.43,7.19,Brand_S,2023-05-21,4.1
SKU008528,Beauty,Skincare,66.6,26.1,Brand_B,2025-03-13,3.6
SKU008529,Sports,Fitness,15.47,6.32,Brand_E,2026-06-25,3.7
SKU008530,Apparel,Shoes,16.53,8.7,Brand_D,2025-09-09,4.3
SKU008531,Toys,Games,19.54,12.14,Brand_E,2025-06-11,3.9
SKU008532,Sports,Fitness,61.31,32.31,Brand_H,2022-02-23,4.6
SKU008533,Apparel,Shirts,42.51,25.82,Brand_F,2024-02-10,4.1
SKU008534,Apparel,Outerwear,102.69,46.16,Brand_S,2024-03-01,4.1
SKU008535,Apparel,Accessories,37.83,16.23,Brand_A,2022-07-01,3.6
SKU008536,Apparel,Shoes,22.0,13.97,Brand_M,2022-03-02,4.2
SKU008537,Sports,Team Sports,29.01,17.63,Brand_E,2026-01-23,4.4
SKU008538,Apparel,Pants,41.37,15.46,Brand_O,2022-12-22,3.8
SKU008539,Home,Decor,54.9,25.27,Brand_R,2024-05-16,4.4
SKU008540,Beauty,Fragrance,23.45,13.07,Brand_P,2022-03-17,4.2
SKU008541,Home,Bedding,55.01,26.41,Brand_K,2026-08-08,4.3
SKU008542,Apparel,Accessories,22.76,10.62,Brand_D,2022-03-30,4.4
SKU008543,Apparel,Outerwear,41.52,17.89,Brand_I,2022-09-12,3.2
SKU008544,Beauty,Makeup,24.18,10.52,Brand_D,2022-03-19,3.8
SKU008545,Home,Lighting,74.04,28.39,Brand_S,2025-02-06,4.7
SKU008546,Beauty,Makeup,26.72,15.11,Brand_S,2023-09-05,4.5
SKU008547,Apparel,Outerwear,52.42,21.68,Brand_O,2023-12-06,4.0
SKU008548,Beauty,Haircare,27.25,15.28,Brand_A,2026-01-08,3.5
SKU008549,Beauty,Makeup,30.53,15.39,Brand_D,2024-01-18,3.2
SKU008550,Apparel,Accessories,41.59,24.08,Brand_M,2026-04-20,3.6
SKU008551,Home,Kitchen,123.08,55.58,Brand_Q,2023-12-27,4.9
SKU008552,Home,Storage,34.24,15.25,Brand_I,2022-02-22,5.0
SKU008553,Beauty,Skincare,16.35,10.0,Brand_P,2022-08-21,4.4
SKU008554,Apparel,Accessories,43.44,22.25,Brand_B,2023-01-14,3.3
SKU008555,Electronics,Audio,119.02,72.28,Brand_S,2024-09-26,4.2
SKU008556,Beauty,Makeup,4.6,1.69,Brand_R,2025-08-04,4.2
SKU008557,Home,Bedding,34.71,17.84,Brand_F,2023-08-03,4.2
